Breach_ID,Breach_Start_Date,Breach_End_Date,Year,Attack_Type,Attack_Vector,Vulnerability,Detection_Method,System_Affected,Breach_Severity,How_Resolved,Origin_Country,Target_Country,Target_Sector,Data_Compromised,Notes,Breach_Duration_Days
6D1EB787,2015-08-10,2015-08-18,2015,Phishing,Malicious Link,SQL Injection Flaw,Firewall Logs,IoT Devices,Medium,Traffic Filtering,Netherlands,Italy,Government,Internal Documents,Automated synthetic breach entry for research dataset.,8
F6814BB6,2015-12-06,2015-12-07,2015,Phishing,Cloud Misconfiguration,SQL Injection Flaw,Manual Review,Cloud Storage,Medium,Employee Terminated,Russia,Russia,Transportation,Emails,Automated synthetic breach entry for research dataset.,1
DE62C263,2021-11-09,2021-11-15,2021,Insider Threat,Social Engineering,Privilege Escalation Bug,SIEM Alerts,Payment Server,Critical,Key Rotation,Japan,India,Healthcare,Full Database Dump,Automated synthetic breach entry for research dataset.,6
2A62F86D,2021-09-25,2021-10-01,2021,Ransomware,Social Engineering,CVE-2021-44228 (Log4j),Firewall Logs,Endpoint Devices,High,Malware Removal,Canada,UK,Education,Credentials,Automated synthetic breach entry for research dataset.,6
C636154E,2025-06-09,2025-06-24,2025,Phishing,Drive-by Download,Zero-Day Vulnerability,AI-Based Monitoring,Database,Medium,Malware Removal,Nigeria,Italy,Energy,Internal Documents,Automated synthetic breach entry for research dataset.,15
EFA5759A,2020-04-23,2020-04-26,2020,Zero-Day Exploit,Social Engineering,Unsecured API,SIEM Alerts,Database,Medium,Key Rotation,USA,UAE,Healthcare,Emails,Automated synthetic breach entry for research dataset.,3
2DC0C50D,2015-11-09,2015-11-10,2015,Phishing,Cloud Misconfiguration,SQL Injection Flaw,Manual Review,IoT Devices,Low,Firewall Updated,USA,USA,Finance,Basic Metadata,Automated synthetic breach entry for research dataset.,1
0B99392F,2025-02-24,2025-03-04,2025,Ransomware,Remote Desktop (RDP),Unpatched VPN,AI-Based Monitoring,Email System,High,Backups Restored,Russia,France,Government,User Tokens,Automated synthetic breach entry for research dataset.,8
D579D488,2022-01-16,2022-01-20,2022,Cloud Misconfiguration,USB Infection,Unsecured API,SIEM Alerts,IoT Devices,Medium,System Isolation,Iran,Italy,Healthcare,Emails,Automated synthetic breach entry for research dataset.,4
8C635D04,2025-01-02,2025-01-21,2025,Ransomware,USB Infection,Weak Password Policy,AI-Based Monitoring,Email System,Critical,Backups Restored,Spain,Netherlands,Finance,Full Database Dump,Automated synthetic breach entry for research dataset.,19
0FC97C48,2019-09-14,2019-09-16,2019,Phishing,USB Infection,SQL Injection Flaw,Firewall Logs,Database,Low,Employee Terminated,UK,Spain,Retail,Basic Metadata,Automated synthetic breach entry for research dataset.,2
F5A7B237,2021-07-19,2021-07-31,2021,Cloud Misconfiguration,Social Engineering,Weak Password Policy,SIEM Alerts,Internal Network,High,Traffic Filtering,USA,Iran,Transportation,Transaction Logs,Automated synthetic breach entry for research dataset.,12
7E743E06,2016-03-28,2016-03-30,2016,Phishing,Drive-by Download,Weak Password Policy,Firewall Logs,Cloud Storage,Low,Backups Restored,Russia,Spain,Healthcare,Basic Metadata,Automated synthetic breach entry for research dataset.,2
6A4048F6,2024-09-26,2024-10-04,2024,Zero-Day Exploit,Compromised Vendor,SQL Injection Flaw,Threat Intelligence Feed,IoT Devices,High,Key Rotation,Italy,Netherlands,Manufacturing,User Tokens,Automated synthetic breach entry for research dataset.,8
96D43BF2,2024-01-10,2024-01-26,2024,Cloud Misconfiguration,Social Engineering,CVE-2021-44228 (Log4j),AI-Based Monitoring,Database,High,MFA Implemented,Japan,Russia,Tech,User Tokens,Automated synthetic breach entry for research dataset.,16
F9EDFE5B,2019-08-13,2019-08-15,2019,Phishing,Email Phishing,SQL Injection Flaw,Firewall Logs,Internal Network,Medium,MFA Implemented,China,Pakistan,Government,Emails,Automated synthetic breach entry for research dataset.,2
455E12A7,2015-08-14,2015-08-16,2015,Ransomware,Cloud Misconfiguration,CVE-2021-44228 (Log4j),Manual Review,Payment Server,Critical,Patch Applied,France,Australia,Telecom,Financial Records,Automated synthetic breach entry for research dataset.,2
302FA049,2015-12-21,2015-12-26,2015,Zero-Day Exploit,Web Exploit,Unsecured API,Manual Review,Cloud Storage,Medium,Zero-Day Patch,UAE,Italy,Education,Internal Documents,Automated synthetic breach entry for research dataset.,5
2CE5B0CA,2016-08-28,2016-09-05,2016,Insider Threat,Drive-by Download,Weak Password Policy,Firewall Logs,IoT Devices,Critical,Zero-Day Patch,Iran,France,Government,Sensitive PII,Automated synthetic breach entry for research dataset.,8
1B3D05C4,2019-12-18,2019-12-22,2019,Zero-Day Exploit,Email Phishing,Unsecured API,Firewall Logs,Endpoint Devices,Medium,Traffic Filtering,Japan,Spain,Education,Emails,Automated synthetic breach entry for research dataset.,4
AF379CA5,2017-01-23,2017-01-25,2017,Ransomware,Cloud Misconfiguration,Weak Password Policy,Firewall Logs,Endpoint Devices,Critical,Firewall Updated,Canada,Brazil,Tech,Sensitive PII,Automated synthetic breach entry for research dataset.,2
F63BFFCF,2025-01-17,2025-01-22,2025,Ransomware,Remote Desktop (RDP),Outdated Firewall,SIEM Alerts,Cloud Storage,Critical,Zero-Day Patch,Canada,Russia,Manufacturing,Full Database Dump,Automated synthetic breach entry for research dataset.,5
4AE29B0A,2018-06-21,2018-06-28,2018,Ransomware,USB Infection,Misconfigured S3 Bucket,Manual Review,Database,Critical,System Isolation,Australia,Netherlands,Telecom,Sensitive PII,Automated synthetic breach entry for research dataset.,7
E9048871,2023-04-05,2023-04-11,2023,Phishing,USB Infection,Misconfigured S3 Bucket,AI-Based Monitoring,Internal Network,Medium,MFA Implemented,Brazil,UK,Transportation,Emails,Automated synthetic breach entry for research dataset.,6
067ED189,2020-02-04,2020-02-11,2020,Zero-Day Exploit,Drive-by Download,Weak Password Policy,Firewall Logs,Database,High,Zero-Day Patch,Japan,India,Banking,Transaction Logs,Automated synthetic breach entry for research dataset.,7
43BEC141,2020-02-26,2020-03-05,2020,Zero-Day Exploit,Drive-by Download,SQL Injection Flaw,SIEM Alerts,Web Server,Medium,Malware Removal,China,France,Energy,Internal Documents,Automated synthetic breach entry for research dataset.,8
7299E5A1,2019-07-24,2019-07-29,2019,Zero-Day Exploit,Drive-by Download,CVE-2021-44228 (Log4j),Manual Review,Database,Medium,Malware Removal,Pakistan,UK,Finance,Internal Documents,Automated synthetic breach entry for research dataset.,5
2E1059A1,2020-07-19,2020-07-29,2020,Ransomware,Email Phishing,Privilege Escalation Bug,Firewall Logs,IoT Devices,Critical,Patch Applied,France,Iran,Healthcare,Sensitive PII,Automated synthetic breach entry for research dataset.,10
929EB67A,2024-09-13,2024-09-18,2024,Cloud Misconfiguration,Web Exploit,Zero-Day Vulnerability,Threat Intelligence Feed,Internal Network,High,Firewall Updated,Iran,USA,Finance,Transaction Logs,Automated synthetic breach entry for research dataset.,5
5FF9C6D2,2023-08-13,2023-08-25,2023,Ransomware,Web Exploit,Unpatched VPN,SIEM Alerts,Payment Server,High,Zero-Day Patch,UAE,USA,Retail,Transaction Logs,Automated synthetic breach entry for research dataset.,12
5C0F716B,2024-06-05,2024-06-19,2024,Ransomware,Email Phishing,Weak Password Policy,Threat Intelligence Feed,Email System,Critical,MFA Implemented,Canada,Brazil,Government,Sensitive PII,Automated synthetic breach entry for research dataset.,14
9ABBEC49,2019-06-07,2019-06-12,2019,Phishing,Compromised Vendor,Unpatched VPN,Firewall Logs,Email System,Medium,Firewall Updated,Canada,Japan,Education,Emails,Automated synthetic breach entry for research dataset.,5
6721C114,2015-04-01,2015-04-08,2015,Ransomware,Cloud Misconfiguration,Unsecured API,Firewall Logs,Endpoint Devices,High,Employee Terminated,USA,Brazil,Education,Credentials,Automated synthetic breach entry for research dataset.,7
D65821C7,2015-06-26,2015-07-01,2015,Phishing,Email Phishing,Unsecured API,Firewall Logs,Internal Network,Medium,Employee Terminated,Pakistan,Germany,Retail,Emails,Automated synthetic breach entry for research dataset.,5
F1691226,2025-11-08,2025-11-15,2025,Zero-Day Exploit,Compromised Vendor,Unsecured API,Threat Intelligence Feed,IoT Devices,High,System Isolation,Nigeria,Australia,Tech,Transaction Logs,Automated synthetic breach entry for research dataset.,7
6C8F662A,2021-11-21,2021-12-02,2021,Phishing,Malicious Link,SQL Injection Flaw,SIEM Alerts,IoT Devices,Medium,Employee Terminated,Germany,Germany,Retail,Internal Documents,Automated synthetic breach entry for research dataset.,11
776D653D,2022-08-25,2022-08-28,2022,Zero-Day Exploit,Malicious Link,Misconfigured S3 Bucket,Unusual Activity Detection,Email System,Medium,Firewall Updated,Pakistan,Russia,Transportation,Emails,Automated synthetic breach entry for research dataset.,3
1E8CD1BA,2022-03-16,2022-03-28,2022,Zero-Day Exploit,Social Engineering,SQL Injection Flaw,Firewall Logs,Database,Medium,Employee Terminated,Canada,Iran,Manufacturing,Emails,Automated synthetic breach entry for research dataset.,12
0B342902,2020-04-11,2020-04-17,2020,Ransomware,Drive-by Download,Unsecured API,SIEM Alerts,Endpoint Devices,Critical,Zero-Day Patch,China,Germany,Transportation,Sensitive PII,Automated synthetic breach entry for research dataset.,6
F80BE005,2022-03-20,2022-03-24,2022,Ransomware,Remote Desktop (RDP),Unsecured API,SIEM Alerts,Web Server,Critical,System Isolation,Australia,India,Manufacturing,Financial Records,Automated synthetic breach entry for research dataset.,4
A6C7EFB4,2025-07-10,2025-07-26,2025,Web Exploit,Drive-by Download,Weak Password Policy,SIEM Alerts,Database,Low,Backups Restored,Iran,UK,Education,Minimal Logs,Automated synthetic breach entry for research dataset.,16
A5D62D4A,2025-09-24,2025-10-01,2025,Cloud Misconfiguration,Cloud Misconfiguration,CVE-2021-44228 (Log4j),SIEM Alerts,IoT Devices,High,Traffic Filtering,Pakistan,Nigeria,Finance,User Tokens,Automated synthetic breach entry for research dataset.,7
A232D687,2024-12-16,2025-01-02,2024,Ransomware,Email Phishing,SQL Injection Flaw,Threat Intelligence Feed,Endpoint Devices,High,Backups Restored,Brazil,Netherlands,Manufacturing,User Tokens,Automated synthetic breach entry for research dataset.,17
B7DE5964,2024-09-16,2024-10-01,2024,Zero-Day Exploit,USB Infection,Unpatched VPN,AI-Based Monitoring,Web Server,Medium,Firewall Updated,Italy,UAE,Energy,Internal Documents,Automated synthetic breach entry for research dataset.,15
4ACE4330,2017-12-25,2017-12-27,2017,Phishing,Social Engineering,Misconfigured S3 Bucket,Firewall Logs,Database,Low,Key Rotation,Australia,USA,Government,Basic Metadata,Automated synthetic breach entry for research dataset.,2
AE8B15BC,2022-03-21,2022-04-01,2022,Cloud Misconfiguration,Drive-by Download,Outdated Firewall,Firewall Logs,Endpoint Devices,Medium,Employee Terminated,Brazil,UAE,Retail,Emails,Automated synthetic breach entry for research dataset.,11
40B4966A,2025-02-07,2025-02-22,2025,Ransomware,Compromised Vendor,SQL Injection Flaw,Threat Intelligence Feed,Internal Network,Critical,MFA Implemented,India,Iran,Manufacturing,Sensitive PII,Automated synthetic breach entry for research dataset.,15
FEC77E76,2017-08-06,2017-08-09,2017,Phishing,Drive-by Download,Unpatched VPN,Manual Review,Internal Network,Medium,Key Rotation,Spain,Russia,Healthcare,Internal Documents,Automated synthetic breach entry for research dataset.,3
894C013F,2024-05-19,2024-05-28,2024,Zero-Day Exploit,Web Exploit,Privilege Escalation Bug,Threat Intelligence Feed,Database,Medium,MFA Implemented,USA,China,Education,Internal Documents,Automated synthetic breach entry for research dataset.,9
F0C5072D,2016-04-03,2016-04-05,2016,Insider Threat,USB Infection,Weak Password Policy,Firewall Logs,IoT Devices,Critical,Zero-Day Patch,India,France,Energy,Financial Records,Automated synthetic breach entry for research dataset.,2
BB33906B,2024-10-16,2024-11-01,2024,Insider Threat,Compromised Vendor,SQL Injection Flaw,SIEM Alerts,Endpoint Devices,Critical,MFA Implemented,France,Netherlands,Telecom,Full Database Dump,Automated synthetic breach entry for research dataset.,16
8B858C44,2025-10-26,2025-11-02,2025,Ransomware,Compromised Vendor,Weak Password Policy,Threat Intelligence Feed,Payment Server,Critical,Backups Restored,Italy,Russia,Energy,Sensitive PII,Automated synthetic breach entry for research dataset.,7
A7288F39,2021-11-17,2021-11-20,2021,Phishing,Social Engineering,Misconfigured S3 Bucket,Firewall Logs,Email System,Medium,Zero-Day Patch,UAE,UK,Government,Emails,Automated synthetic breach entry for research dataset.,3
1C143292,2018-05-09,2018-05-17,2018,Zero-Day Exploit,USB Infection,Misconfigured S3 Bucket,Firewall Logs,Internal Network,Medium,Firewall Updated,UAE,Netherlands,Retail,Internal Documents,Automated synthetic breach entry for research dataset.,8
A046977B,2025-12-03,2025-12-09,2025,Ransomware,Remote Desktop (RDP),Unpatched VPN,AI-Based Monitoring,Endpoint Devices,Critical,Employee Terminated,Canada,China,Banking,Financial Records,Automated synthetic breach entry for research dataset.,6
3A57CC27,2019-12-12,2019-12-20,2019,Web Exploit,Email Phishing,Misconfigured S3 Bucket,Manual Review,Cloud Storage,Medium,Employee Terminated,France,Spain,Healthcare,Internal Documents,Automated synthetic breach entry for research dataset.,8
847F4413,2017-08-08,2017-08-10,2017,Zero-Day Exploit,Malicious Link,Privilege Escalation Bug,Manual Review,Internal Network,High,Traffic Filtering,Australia,UAE,Telecom,Credentials,Automated synthetic breach entry for research dataset.,2
6262EEA9,2019-10-11,2019-10-17,2019,Ransomware,Email Phishing,Unpatched VPN,Manual Review,Web Server,High,Malware Removal,Italy,UAE,Retail,Credentials,Automated synthetic breach entry for research dataset.,6
E847472A,2020-04-26,2020-04-30,2020,Zero-Day Exploit,USB Infection,Unpatched VPN,Unusual Activity Detection,Endpoint Devices,Medium,Key Rotation,Nigeria,UK,Transportation,Internal Documents,Automated synthetic breach entry for research dataset.,4
9C78B8CF,2023-03-11,2023-03-21,2023,Zero-Day Exploit,Remote Desktop (RDP),Misconfigured S3 Bucket,Threat Intelligence Feed,IoT Devices,High,Firewall Updated,Italy,Spain,Tech,Transaction Logs,Automated synthetic breach entry for research dataset.,10
4134B4F7,2021-01-23,2021-02-03,2021,Zero-Day Exploit,Drive-by Download,CVE-2021-44228 (Log4j),Unusual Activity Detection,Payment Server,Medium,Traffic Filtering,Russia,USA,Government,Internal Documents,Automated synthetic breach entry for research dataset.,11
9850AE89,2024-12-10,2024-12-21,2024,Phishing,Compromised Vendor,Weak Password Policy,SIEM Alerts,Internal Network,Medium,MFA Implemented,China,Iran,Healthcare,Internal Documents,Automated synthetic breach entry for research dataset.,11
783FC0A1,2025-10-03,2025-10-16,2025,Ransomware,Social Engineering,Weak Password Policy,SIEM Alerts,Cloud Storage,Critical,Key Rotation,China,Canada,Finance,Full Database Dump,Automated synthetic breach entry for research dataset.,13
A30A7D96,2021-10-17,2021-10-27,2021,Ransomware,Compromised Vendor,Misconfigured S3 Bucket,Firewall Logs,Endpoint Devices,Critical,Patch Applied,Nigeria,Brazil,Energy,Sensitive PII,Automated synthetic breach entry for research dataset.,10
FBC289D7,2020-05-08,2020-05-18,2020,Ransomware,Web Exploit,Misconfigured S3 Bucket,SIEM Alerts,Payment Server,Critical,Traffic Filtering,Australia,Iran,Tech,Sensitive PII,Automated synthetic breach entry for research dataset.,10
E48BDB77,2020-05-31,2020-06-08,2020,Phishing,Cloud Misconfiguration,SQL Injection Flaw,Unusual Activity Detection,Payment Server,Low,Firewall Updated,Canada,Japan,Finance,Minimal Logs,Automated synthetic breach entry for research dataset.,8
E9937069,2025-05-22,2025-06-03,2025,Cloud Misconfiguration,Social Engineering,Zero-Day Vulnerability,AI-Based Monitoring,IoT Devices,High,Key Rotation,UK,Spain,Education,Credentials,Automated synthetic breach entry for research dataset.,12
AC31D212,2018-07-03,2018-07-07,2018,Insider Threat,Drive-by Download,SQL Injection Flaw,Manual Review,Email System,Critical,System Isolation,UAE,Netherlands,Telecom,Full Database Dump,Automated synthetic breach entry for research dataset.,4
7F24B474,2019-10-28,2019-11-01,2019,Insider Threat,Email Phishing,Weak Password Policy,Manual Review,Email System,High,System Isolation,UK,Brazil,Education,Credentials,Automated synthetic breach entry for research dataset.,4
C2892CCC,2017-12-14,2017-12-17,2017,Cloud Misconfiguration,Malicious Link,SQL Injection Flaw,Firewall Logs,IoT Devices,Medium,Backups Restored,Italy,France,Banking,Emails,Automated synthetic breach entry for research dataset.,3
E6B3D749,2020-02-20,2020-02-27,2020,Cloud Misconfiguration,Web Exploit,Weak Password Policy,Firewall Logs,Endpoint Devices,Medium,Key Rotation,Netherlands,Germany,Government,Emails,Automated synthetic breach entry for research dataset.,7
F66F0F19,2021-06-25,2021-07-06,2021,Zero-Day Exploit,Web Exploit,Unpatched VPN,Unusual Activity Detection,Database,Medium,Firewall Updated,Iran,Russia,Finance,Internal Documents,Automated synthetic breach entry for research dataset.,11
77DC8A35,2021-12-08,2021-12-15,2021,Zero-Day Exploit,Web Exploit,Misconfigured S3 Bucket,SIEM Alerts,Payment Server,High,Malware Removal,Iran,India,Energy,User Tokens,Automated synthetic breach entry for research dataset.,7
